Number,Species,Plot_Trans_Survey,Time,Plot,Transect,Subplot,Plot_Trans,survey,Date,Observer,Weather,Vegetation,Leaf_Litter,Humidity,Temp,Precip,tpi_100,elev,Slope,Aspect,solar,twi_10,Lat,Long,bearing,Comments
4,PJOR,15-2-7/18/2012,00:39,15,2,10-15,15-2,5,07/18/2012,WEP,Clear,Dry,Damp,78.1,20.5,7.757434368,-4.56604003906,1383.45898438000,26.23933601380,38.26852416990,152,-6.27368640900,35.589024,-83.398946,220,
4,PJOR,15-2-7/18/2012,00:39,15,2,15-20,15-2,5,07/18/2012,WEP,Clear,Dry,Damp,78.1,20.5,7.757434368,-4.56604003906,1383.45898438000,26.23933601380,38.26852416990,152,-6.27368640900,35.589024,-83.398946,220,
1,DOCO,15-2-7/18/2012,00:39,15,2,15-20,15-2,5,07/18/2012,WEP,Clear,Dry,Damp,78.1,20.5,7.757434368,-4.56604003906,1383.45898438000,26.23933601380,38.26852416990,152,-6.27368640900,35.589024,-83.398946,220,
2,DWRI,15-2-7/18/2012,00:39,15,2,15-20,15-2,5,07/18/2012,WEP,Clear,Dry,Damp,78.1,20.5,7.757434368,-4.56604003906,1383.45898438000,26.23933601380,38.26852416990,152,-6.27368640900,35.589024,-83.398946,220,
3,PJOR,15-2-7/18/2012,00:39,15,2,20-25,15-2,5,07/18/2012,WEP,Clear,Dry,Damp,78.1,20.5,7.757434368,-4.56604003906,1383.45898438000,26.23933601380,38.26852416990,152,-6.27368640900,35.589024,-83.398946,220,
9,PJOR,11-2-7/18/2012,01:13,11,2,0-5,11-2,6,07/18/2012,WEP,Clear,Dry,Damp,80.7,20.2,6.210677624,-2.73449707031,1062.66320801000,20.43400383000,33.49232864380,135,-5.75296783447,35.594149,-83.391929,110,
3,PJOR,11-2-7/18/2012,01:13,11,2,5-10,11-2,6,07/18/2012,WEP,Clear,Dry,Damp,80.7,20.2,6.210677624,-2.73449707031,1062.66320801000,20.43400383000,33.49232864380,135,-5.75296783447,35.594149,-83.391929,110,
2,EWIL,11-2-7/18/2012,01:13,11,2,5-10,11-2,6,07/18/2012,WEP,Clear,Dry,Damp,80.7,20.2,6.210677624,-2.73449707031,1062.66320801000,20.43400383000,33.49232864380,135,-5.75296783447,35.594149,-83.391929,110,
4,PJOR,11-2-7/18/2012,01:13,11,2,10-15,11-2,6,07/18/2012,WEP,Clear,Dry,Damp,80.7,20.2,6.210677624,-2.73449707031,1062.66320801000,20.43400383000,33.49232864380,135,-5.75296783447,35.594149,-83.391929,110,
5,PJOR,11-2-7/18/2012,01:13,11,2,15-20,11-2,6,07/18/2012,WEP,Clear,Dry,Damp,80.7,20.2,6.210677624,-2.73449707031,1062.66320801000,20.43400383000,33.49232864380,135,-5.75296783447,35.594149,-83.391929,110,
1,EWIL,11-2-7/18/2012,01:13,11,2,15-20,11-2,6,07/18/2012,WEP,Clear,Dry,Damp,80.7,20.2,6.210677624,-2.73449707031,1062.66320801000,20.43400383000,33.49232864380,135,-5.75296783447,35.594149,-83.391929,110,
5,PJOR,11-2-7/18/2012,01:13,11,2,20-25,11-2,6,07/18/2012,WEP,Clear,Dry,Damp,80.7,20.2,6.210677624,-2.73449707031,1062.66320801000,20.43400383000,33.49232864380,135,-5.75296783447,35.594149,-83.391929,110,
7,PJOR,10-2-7/18/2012,01:36,10,2,0-5,10-2,5,07/18/2012,WEP,Clear,Damp,Damp,80.4,20.2,6.062053204,3.00164794922,1019.60565186000,14.59949398040,86.78143310550,171,-9.33852291107,35.592659,-83.384563,310,
1,EWIL,10-2-7/18/2012,01:36,10,2,0-5,10-2,5,07/18/2012,WEP,Clear,Damp,Damp,80.4,20.2,6.062053204,3.00164794922,1019.60565186000,14.59949398040,86.78143310550,171,-9.33852291107,35.592659,-83.384563,310,
1,DWRI,10-2-7/18/2012,01:36,10,2,5-10,10-2,5,07/18/2012,WEP,Clear,Damp,Damp,80.4,20.2,6.062053204,3.00164794922,1019.60565186000,14.59949398040,86.78143310550,171,-9.33852291107,35.592659,-83.384563,310,
4,PJOR,10-2-7/18/2012,01:36,10,2,5-10,10-2,5,07/18/2012,WEP,Clear,Damp,Damp,80.4,20.2,6.062053204,3.00164794922,1019.60565186000,14.59949398040,86.78143310550,171,-9.33852291107,35.592659,-83.384563,310,
22,PJOR,10-2-7/18/2012,01:36,10,2,10-15,10-2,5,07/18/2012,WEP,Clear,Damp,Damp,80.4,20.2,6.062053204,3.00164794922,1019.60565186000,14.59949398040,86.78143310550,171,-9.33852291107,35.592659,-83.384563,310,
3,DWRI,10-2-7/18/2012,01:36,10,2,10-15,10-2,5,07/18/2012,WEP,Clear,Damp,Damp,80.4,20.2,6.062053204,3.00164794922,1019.60565186000,14.59949398040,86.78143310550,171,-9.33852291107,35.592659,-83.384563,310,
16,PJOR,10-2-7/18/2012,01:36,10,2,15-20,10-2,5,07/18/2012,WEP,Clear,Damp,Damp,80.4,20.2,6.062053204,3.00164794922,1019.60565186000,14.59949398040,86.78143310550,171,-9.33852291107,35.592659,-83.384563,310,
1,EWIL,10-2-7/18/2012,01:36,10,2,15-20,10-2,5,07/18/2012,WEP,Clear,Damp,Damp,80.4,20.2,6.062053204,3.00164794922,1019.60565186000,14.59949398040,86.78143310550,171,-9.33852291107,35.592659,-83.384563,310,
12,PJOR,10-2-7/18/2012,01:36,10,2,20-25,10-2,5,07/18/2012,WEP,Clear,Damp,Damp,80.4,20.2,6.062053204,3.00164794922,1019.60565186000,14.59949398040,86.78143310550,171,-9.33852291107,35.592659,-83.384563,310,
0,NA,60-2-7/18/2012,02:00,60,2,0-5,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
1,PJOR,60-2-7/18/2012,02:00,60,2,5-10,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
3,EWIL,60-2-7/18/2012,02:00,60,2,5-10,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
1,PTEY,60-2-7/18/2012,02:00,60,2,5-10,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
1,PTEY,60-2-7/18/2012,02:00,60,2,10-15,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
1,EWIL,60-2-7/18/2012,02:00,60,2,10-15,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
1,PJOR,60-2-7/18/2012,02:00,60,2,10-15,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
7,PJOR,60-2-7/18/2012,02:00,60,2,15-20,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
1,PJOR,60-2-7/18/2012,02:00,60,2,20-25,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
1,EWIL,60-2-7/18/2012,02:00,60,2,20-25,60-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.7,19.3,4.159222126,-0.12097167969,903.73394775400,17.17381095890,50.51488876340,171,-8.52123641968,35.590065,-83.370603,trail,
2,PJOR,8-2-7/18/2012,02:23,8,2,0-5,8-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.2,19.6,4.000790119,-1.13421630859,859.64904785200,7.09962034225,57.17827606200,164,-5.11971902847,35.58855,-83.363814,trail,
3,PJOR,8-2-7/18/2012,02:23,8,2,5-10,8-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.2,19.6,4.000790119,-1.13421630859,859.64904785200,7.09962034225,57.17827606200,164,-5.11971902847,35.58855,-83.363814,trail,
2,EWIL,8-2-7/18/2012,02:23,8,2,5-10,8-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.2,19.6,4.000790119,-1.13421630859,859.64904785200,7.09962034225,57.17827606200,164,-5.11971902847,35.58855,-83.363814,trail,
0,NA,8-2-7/18/2012,02:23,8,2,10-15,8-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.2,19.6,4.000790119,-1.13421630859,859.64904785200,7.09962034225,57.17827606200,164,-5.11971902847,35.58855,-83.363814,trail,
0,NA,8-2-7/18/2012,02:23,8,2,15-20,8-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.2,19.6,4.000790119,-1.13421630859,859.64904785200,7.09962034225,57.17827606200,164,-5.11971902847,35.58855,-83.363814,trail,
0,NA,8-2-7/18/2012,02:23,8,2,20-25,8-2,5,07/18/2012,WEP,Clear,Damp,Damp,83.2,19.6,4.000790119,-1.13421630859,859.64904785200,7.09962034225,57.17827606200,164,-5.11971902847,35.58855,-83.363814,trail,
3,PJOR,8B-3-7/18/2012,02:37,8B,3,0-5,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
1,EWIL,8B-3-7/18/2012,02:37,8B,3,0-5,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
7,PJOR,8B-3-7/18/2012,02:37,8B,3,5-10,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
3,PJOR,8B-3-7/18/2012,02:37,8B,3,10-15,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
1,DOCO,8B-3-7/18/2012,02:37,8B,3,10-15,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
6,PJOR,8B-3-7/18/2012,02:37,8B,3,15-20,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
4,DOCO,8B-3-7/18/2012,02:37,8B,3,15-20,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
3,EWIL,8B-3-7/18/2012,02:37,8B,3,15-20,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
5,DOCO,8B-3-7/18/2012,02:37,8B,3,20-25,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
2,PJOR,8B-3-7/18/2012,02:37,8B,3,20-25,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
1,EWIL,8B-3-7/18/2012,02:37,8B,3,20-25,8B-3,5,07/18/2012,WEP,Clear,Damp,Damp,87.8,18.5,4.400341034,0.87396240234,878.65490722700,11.43211269380,57.40618133540,178,-8.11486148834,35.587268,-83.363961,trail,
2,PJOR,7-2-7/18/2012,03:03,7,2,0-5,7-2,5,07/18/2012,WEP,Clear,Damp,Damp,82.2,19,3.854135275,-1.17022705078,842.65405273400,8.58144187927,193.09834289600,0,-7.22924232483,35.586806,-83.358182,50,
2,EWIL,7-2-7/18/2012,03:03,7,2,5-10,7-2,5,07/18/2012,WEP,Clear,Damp,Damp,82.2,19,3.854135275,-1.17022705078,842.65405273400,8.58144187927,193.09834289600,0,-7.22924232483,35.586806,-83.358182,50,
1,PJOR,7-2-7/18/2012,03:03,7,2,5-10,7-2,5,07/18/2012,WEP,Clear,Damp,Damp,82.2,19,3.854135275,-1.17022705078,842.65405273400,8.58144187927,193.09834289600,0,-7.22924232483,35.586806,-83.358182,50,
1,PJOR,7-2-7/18/2012,03:03,7,2,10-15,7-2,5,07/18/2012,WEP,Clear,Damp,Damp,82.2,19,3.854135275,-1.17022705078,842.65405273400,8.58144187927,193.09834289600,0,-7.22924232483,35.586806,-83.358182,50,
2,PJOR,7-2-7/18/2012,03:03,7,2,15-20,7-2,5,07/18/2012,WEP,Clear,Damp,Damp,82.2,19,3.854135275,-1.17022705078,842.65405273400,8.58144187927,193.09834289600,0,-7.22924232483,35.586806,-83.358182,50,
2,EWIL,7-2-7/18/2012,03:03,7,2,15-20,7-2,5,07/18/2012,WEP,Clear,Damp,Damp,82.2,19,3.854135275,-1.17022705078,842.65405273400,8.58144187927,193.09834289600,0,-7.22924232483,35.586806,-83.358182,50,
2,PTEY,7-2-7/18/2012,03:03,7,2,20-25,7-2,5,07/18/2012,WEP,Clear,Damp,Damp,82.2,19,3.854135275,-1.17022705078,842.65405273400,8.58144187927,193.09834289600,0,-7.22924232483,35.586806,-83.358182,50,
3,PJOR,7-2-7/18/2012,03:03,7,2,20-25,7-2,5,07/18/2012,WEP,Clear,Damp,Damp,82.2,19,3.854135275,-1.17022705078,842.65405273400,8.58144187927,193.09834289600,0,-7.22924232483,35.586806,-83.358182,50,
0,NA,40-2-7/19/2012,21:30,40,2,0-5,40-2,5,07/19/2012,WEP,Clear,Dry,Dry,90.6,24.6,3.668750048,0.72729492188,522.24859619100,13.05305957790,102.34993743900,147,-8.37204742432,35.670546,-83.527114,300,
0,NA,40-2-7/19/2012,21:30,40,2,5-10,40-2,5,07/19/2012,WEP,Clear,Dry,Dry,90.6,24.6,3.668750048,0.72729492188,522.24859619100,13.05305957790,102.34993743900,147,-8.37204742432,35.670546,-83.527114,300,
0,NA,40-2-7/19/2012,21:30,40,2,10-15,40-2,5,07/19/2012,WEP,Clear,Dry,Dry,90.6,24.6,3.668750048,0.72729492188,522.24859619100,13.05305957790,102.34993743900,147,-8.37204742432,35.670546,-83.527114,300,
0,NA,40-2-7/19/2012,21:30,40,2,15-20,40-2,5,07/19/2012,WEP,Clear,Dry,Dry,90.6,24.6,3.668750048,0.72729492188,522.24859619100,13.05305957790,102.34993743900,147,-8.37204742432,35.670546,-83.527114,300,
0,NA,40-2-7/19/2012,21:30,40,2,20-25,40-2,5,07/19/2012,WEP,Clear,Dry,Dry,90.6,24.6,3.668750048,0.72729492188,522.24859619100,13.05305957790,102.34993743900,147,-8.37204742432,35.670546,-83.527114,300,
0,NA,47-2-7/19/2012,21:46,47,2,0-5,47-2,5,07/19/2012,WEP,Clear,Dry,Dry,84.7,23.7,3.668750048,-0.13262939453,881.13995361300,27.47738838200,219.54121398900,0,-8.42463302612,35.641084,-83.494929,50,
0,NA,47-2-7/19/2012,21:46,47,2,5-10,47-2,5,07/19/2012,WEP,Clear,Dry,Dry,84.7,23.7,3.668750048,-0.13262939453,881.13995361300,27.47738838200,219.54121398900,0,-8.42463302612,35.641084,-83.494929,50,
0,NA,47-2-7/19/2012,21:46,47,2,10-15,47-2,5,07/19/2012,WEP,Clear,Dry,Dry,84.7,23.7,3.668750048,-0.13262939453,881.13995361300,27.47738838200,219.54121398900,0,-8.42463302612,35.641084,-83.494929,50,
0,NA,47-2-7/19/2012,21:46,47,2,15-20,47-2,5,07/19/2012,WEP,Clear,Dry,Dry,84.7,23.7,3.668750048,-0.13262939453,881.13995361300,27.47738838200,219.54121398900,0,-8.42463302612,35.641084,-83.494929,50,
0,NA,47-2-7/19/2012,21:46,47,2,20-25,47-2,5,07/19/2012,WEP,Clear,Dry,Dry,84.7,23.7,3.668750048,-0.13262939453,881.13995361300,27.47738838200,219.54121398900,0,-8.42463302612,35.641084,-83.494929,50,
0,NA,48-2-7/19/2012,22:00,48,2,0-5,48-2,5,07/19/2012,WEP,Clear,Dry,Dry,83,23.1,3.668750048,-1.08374023438,945.38500976600,7.95901727676,148.78022766100,5,-1.91706871986,35.640482,-83.484176,320,
0,NA,48-2-7/19/2012,22:00,48,2,5-10,48-2,5,07/19/2012,WEP,Clear,Dry,Dry,83,23.1,3.668750048,-1.08374023438,945.38500976600,7.95901727676,148.78022766100,5,-1.91706871986,35.640482,-83.484176,320,
0,NA,48-2-7/19/2012,22:00,48,2,10-15,48-2,5,07/19/2012,WEP,Clear,Dry,Dry,83,23.1,3.668750048,-1.08374023438,945.38500976600,7.95901727676,148.78022766100,5,-1.91706871986,35.640482,-83.484176,320,
0,NA,48-2-7/19/2012,22:00,48,2,15-20,48-2,5,07/19/2012,WEP,Clear,Dry,Dry,83,23.1,3.668750048,-1.08374023438,945.38500976600,7.95901727676,148.78022766100,5,-1.91706871986,35.640482,-83.484176,320,
0,NA,48-2-7/19/2012,22:00,48,2,20-25,48-2,5,07/19/2012,WEP,Clear,Dry,Dry,83,23.1,3.668750048,-1.08374023438,945.38500976600,7.95901727676,148.78022766100,5,-1.91706871986,35.640482,-83.484176,320,
2,PJOR,49-2-7/19/2012,22:15,49,2,0-5,49-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.3,20.7,3.668750048,-1.32104492188,1050.05505371000,47.53252029420,64.53855133060,186,-9.19780445099,35.634223,-83.470371,trail,
1,PJOR,49-2-7/19/2012,22:15,49,2,5-10,49-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.3,20.7,3.668750048,-1.32104492188,1050.05505371000,47.53252029420,64.53855133060,186,-9.19780445099,35.634223,-83.470371,trail,
6,PJOR,49-2-7/19/2012,22:15,49,2,10-15,49-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.3,20.7,3.668750048,-1.32104492188,1050.05505371000,47.53252029420,64.53855133060,186,-9.19780445099,35.634223,-83.470371,trail,
4,PJOR,49-2-7/19/2012,22:15,49,2,15-20,49-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.3,20.7,3.668750048,-1.32104492188,1050.05505371000,47.53252029420,64.53855133060,186,-9.19780445099,35.634223,-83.470371,trail,
8,PJOR,49-2-7/19/2012,22:15,49,2,20-25,49-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.3,20.7,3.668750048,-1.32104492188,1050.05505371000,47.53252029420,64.53855133060,186,-9.19780445099,35.634223,-83.470371,trail,
2,DOCO,49-2-7/19/2012,22:15,49,2,20-25,49-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.3,20.7,3.668750048,-1.32104492188,1050.05505371000,47.53252029420,64.53855133060,186,-9.19780445099,35.634223,-83.470371,trail,
7,PJOR,19-2-7/19/2012,23:06,19,2,0-5,19-2,5,07/19/2012,WEP,Clear,Dry,Dry,78.2,21.2,4.982352734,-4.85913085938,1500.96533203000,22.63209152220,168.71142578100,0,-7.81803512573,35.607793,-83.437558,20,
16,PJOR,19-2-7/19/2012,23:06,19,2,5-10,19-2,5,07/19/2012,WEP,Clear,Dry,Dry,78.2,21.2,4.982352734,-4.85913085938,1500.96533203000,22.63209152220,168.71142578100,0,-7.81803512573,35.607793,-83.437558,20,
12,PJOR,19-2-7/19/2012,23:06,19,2,10-15,19-2,5,07/19/2012,WEP,Clear,Dry,Dry,78.2,21.2,4.982352734,-4.85913085938,1500.96533203000,22.63209152220,168.71142578100,0,-7.81803512573,35.607793,-83.437558,20,
4,PJOR,19-2-7/19/2012,23:06,19,2,15-20,19-2,5,07/19/2012,WEP,Clear,Dry,Dry,78.2,21.2,4.982352734,-4.85913085938,1500.96533203000,22.63209152220,168.71142578100,0,-7.81803512573,35.607793,-83.437558,20,
13,PJOR,19-2-7/19/2012,23:06,19,2,20-25,19-2,5,07/19/2012,WEP,Clear,Dry,Dry,78.2,21.2,4.982352734,-4.85913085938,1500.96533203000,22.63209152220,168.71142578100,0,-7.81803512573,35.607793,-83.437558,20,
3,PJOR,18-2-7/19/2012,23:50,18,2,0-5,18-2,5,07/19/2012,WEP,Clear,Dry,Dry,83.8,19.5,4.581250191,3.44665527344,1432.09521484000,20.39388847350,263.58648681600,0,-8.41800689697,35.599538,-83.423346,trail,
4,PJOR,18-2-7/19/2012,23:50,18,2,5-10,18-2,5,07/19/2012,WEP,Clear,Dry,Dry,83.8,19.5,4.581250191,3.44665527344,1432.09521484000,20.39388847350,263.58648681600,0,-8.41800689697,35.599538,-83.423346,trail,
1,PJOR,18-2-7/19/2012,23:50,18,2,10-15,18-2,5,07/19/2012,WEP,Clear,Dry,Dry,83.8,19.5,4.581250191,3.44665527344,1432.09521484000,20.39388847350,263.58648681600,0,-8.41800689697,35.599538,-83.423346,trail,
0,NA,18-2-7/19/2012,23:50,18,2,15-20,18-2,5,07/19/2012,WEP,Clear,Dry,Dry,83.8,19.5,4.581250191,3.44665527344,1432.09521484000,20.39388847350,263.58648681600,0,-8.41800689697,35.599538,-83.423346,trail,
0,NA,18-2-7/19/2012,23:50,18,2,20-25,18-2,5,07/19/2012,WEP,Clear,Dry,Dry,83.8,19.5,4.581250191,3.44665527344,1432.09521484000,20.39388847350,263.58648681600,0,-8.41800689697,35.599538,-83.423346,trail,
1,EWIL,14-2-7/19/2012,00:10,14,2,0-5,14-2,5,07/19/2012,WEP,Clear,Dry,Dry,84,21.2,4.581250191,1.27783203125,1166.08215332000,9.63388442993,55.03125762940,179,-6.26678419113,35.60011,-83.408492,320,
2,PJOR,14-2-7/19/2012,00:10,14,2,5-10,14-2,5,07/19/2012,WEP,Clear,Dry,Dry,84,21.2,4.581250191,1.27783203125,1166.08215332000,9.63388442993,55.03125762940,179,-6.26678419113,35.60011,-83.408492,320,
1,DOCO,14-2-7/19/2012,00:10,14,2,5-10,14-2,5,07/19/2012,WEP,Clear,Dry,Dry,84,21.2,4.581250191,1.27783203125,1166.08215332000,9.63388442993,55.03125762940,179,-6.26678419113,35.60011,-83.408492,320,
1,EWIL,14-2-7/19/2012,00:10,14,2,10-15,14-2,5,07/19/2012,WEP,Clear,Dry,Dry,84,21.2,4.581250191,1.27783203125,1166.08215332000,9.63388442993,55.03125762940,179,-6.26678419113,35.60011,-83.408492,320,
1,PJOR,14-2-7/19/2012,00:10,14,2,10-15,14-2,5,07/19/2012,WEP,Clear,Dry,Dry,84,21.2,4.581250191,1.27783203125,1166.08215332000,9.63388442993,55.03125762940,179,-6.26678419113,35.60011,-83.408492,320,
4,PJOR,14-2-7/19/2012,00:10,14,2,15-20,14-2,5,07/19/2012,WEP,Clear,Dry,Dry,84,21.2,4.581250191,1.27783203125,1166.08215332000,9.63388442993,55.03125762940,179,-6.26678419113,35.60011,-83.408492,320,
1,DOCO,14-2-7/19/2012,00:10,14,2,15-20,14-2,5,07/19/2012,WEP,Clear,Dry,Dry,84,21.2,4.581250191,1.27783203125,1166.08215332000,9.63388442993,55.03125762940,179,-6.26678419113,35.60011,-83.408492,320,
1,PJOR,14-2-7/19/2012,00:10,14,2,20-25,14-2,5,07/19/2012,WEP,Clear,Dry,Dry,84,21.2,4.581250191,1.27783203125,1166.08215332000,9.63388442993,55.03125762940,179,-6.26678419113,35.60011,-83.408492,320,
0,NA,5-2-7/19/2012,00:35,5,2,0-5,5-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.1,22.1,4.886666775,-3.65795898438,766.41827392600,9.55724430084,34.08134078980,147,-6.06296873093,35.575883,-83.342859,220,
0,NA,5-2-7/19/2012,00:35,5,2,5-10,5-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.1,22.1,4.886666775,-3.65795898438,766.41827392600,9.55724430084,34.08134078980,147,-6.06296873093,35.575883,-83.342859,220,
2,PJOR,5-2-7/19/2012,00:35,5,2,10-15,5-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.1,22.1,4.886666775,-3.65795898438,766.41827392600,9.55724430084,34.08134078980,147,-6.06296873093,35.575883,-83.342859,220,
1,PTEY,5-2-7/19/2012,00:35,5,2,10-15,5-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.1,22.1,4.886666775,-3.65795898438,766.41827392600,9.55724430084,34.08134078980,147,-6.06296873093,35.575883,-83.342859,220,
2,PJOR,5-2-7/19/2012,00:35,5,2,15-20,5-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.1,22.1,4.886666775,-3.65795898438,766.41827392600,9.55724430084,34.08134078980,147,-6.06296873093,35.575883,-83.342859,220,
3,PJOR,5-2-7/19/2012,00:35,5,2,20-25,5-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.1,22.1,4.886666775,-3.65795898438,766.41827392600,9.55724430084,34.08134078980,147,-6.06296873093,35.575883,-83.342859,220,
1,EWIL,5-2-7/19/2012,00:35,5,2,20-25,5-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.1,22.1,4.886666775,-3.65795898438,766.41827392600,9.55724430084,34.08134078980,147,-6.06296873093,35.575883,-83.342859,220,
1,PTEY,5-2-7/19/2012,00:35,5,2,20-25,5-2,5,07/19/2012,WEP,Clear,Dry,Dry,85.1,22.1,4.886666775,-3.65795898438,766.41827392600,9.55724430084,34.08134078980,147,-6.06296873093,35.575883,-83.342859,220,
2,PJOR,3-2-7/19/2012,01:11,3,2,0-5,3-2,5,07/19/2012,WEP,Clear,Damp,Damp,89.8,22,4.581250191,-1.88500976563,715.73504638700,8.24719238281,58.39954376220,186,-3.56065940857,35.563234,-83.330475,320,
2,EWIL,3-2-7/19/2012,01:11,3,2,0-5,3-2,5,07/19/2012,WEP,Clear,Damp,Damp,89.8,22,4.581250191,-1.88500976563,715.73504638700,8.24719238281,58.39954376220,186,-3.56065940857,35.563234,-83.330475,320,
1,PTEY,3-2-7/19/2012,01:11,3,2,0-5,3-2,5,07/19/2012,WEP,Clear,Damp,Damp,89.8,22,4.581250191,-1.88500976563,715.73504638700,8.24719238281,58.39954376220,186,-3.56065940857,35.563234,-83.330475,320,
0,NA,3-2-7/19/2012,01:11,3,2,5-10,3-2,5,07/19/2012,WEP,Clear,Damp,Damp,89.8,22,4.581250191,-1.88500976563,715.73504638700,8.24719238281,58.39954376220,186,-3.56065940857,35.563234,-83.330475,320,
0,NA,3-2-7/19/2012,01:11,3,2,10-15,3-2,5,07/19/2012,WEP,Clear,Damp,Damp,89.8,22,4.581250191,-1.88500976563,715.73504638700,8.24719238281,58.39954376220,186,-3.56065940857,35.563234,-83.330475,320,
0,NA,3-2-7/19/2012,01:11,3,2,15-20,3-2,5,07/19/2012,WEP,Clear,Damp,Damp,89.8,22,4.581250191,-1.88500976563,715.73504638700,8.24719238281,58.39954376220,186,-3.56065940857,35.563234,-83.330475,320,
0,NA,3-2-7/19/2012,01:11,3,2,20-25,3-2,5,07/19/2012,WEP,Clear,Damp,Damp,89.8,22,4.581250191,-1.88500976563,715.73504638700,8.24719238281,58.39954376220,186,-3.56065940857,35.563234,-83.330475,320,
