"no"	"site"	"region"	"site2"	"area"	"elevation"	"landuse"	"year"	"count1"	"count2"	"mean.density"
595	"LU07B"	"CH.Central"	"Inwil"	5.13	NA	"grass"	2008	2	9	1.75438596491228
596	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	1992	54	57	7.99438990182328
597	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	1993	47	36	6.59186535764376
598	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	1994	NA	NA	NA
599	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	1995	NA	NA	NA
600	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	1996	31	32	4.48807854137447
601	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	1997	NA	NA	NA
602	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	1998	NA	NA	NA
603	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	1999	34	40	5.61009817671809
604	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	2000	40	39	5.61009817671809
605	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	2001	45	40	6.31136044880785
606	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	2002	38	35	5.32959326788219
607	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	2003	17	23	3.2258064516129
608	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	2004	14	21	2.945301542777
609	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	2005	NA	NA	NA
610	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	2006	NA	NA	NA
611	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	2007	NA	NA	NA
612	"SG06"	"CH.E"	"Rheintal"	7.13	411	"grass"	2008	NA	NA	NA
613	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	1992	106	118	12.5933831376734
614	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	1993	75	76	8.11099252934899
615	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	1994	64	69	7.36392742796158
616	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	1995	69	76	8.11099252934899
617	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	1996	62	51	6.61686232657417
618	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	1997	45	47	5.01600853788687
619	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	1998	48	57	6.08324439701174
620	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	1999	44	51	5.44290288153682
621	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	2000	60	58	6.4034151547492
622	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	2001	58	63	6.72358591248666
623	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	2002	81	63	8.64461045891142
624	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	2003	81	83	8.85805763073639
625	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	2004	56	74	7.89754535752401
626	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	2005	72	91	9.71184631803629
627	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	2006	103	88	10.9925293489861
628	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	2007	93	108	11.5261472785486
629	"SG07"	"CH.E"	"Rheintal"	9.37	414	"grass"	2008	97	103	10.9925293489861
630	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	1992	16	13	3.78250591016548
631	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	1993	17	20	4.72813238770686
632	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	1994	NA	NA	NA
633	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	1995	NA	NA	NA
634	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	1996	23	27	6.38297872340425
635	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	1997	NA	NA	NA
636	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	1998	NA	NA	NA
637	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	1999	14	15	3.54609929078014
638	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	2000	17	17	4.01891252955083
639	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	2001	13	14	3.3096926713948
640	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	2002	5	9	2.12765957446809
641	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	2003	6	9	2.12765957446809
642	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	2004	2	4	0.945626477541371
643	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	2005	NA	NA	NA
644	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	2006	NA	NA	NA
645	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	2007	NA	NA	NA
646	"SG08"	"CH.E"	"Rheintal"	4.23	409	"grass"	2008	NA	NA	NA
647	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	1992	36	38	7.03703703703704
648	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	1993	21	18	3.88888888888889
649	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	1994	19	22	4.07407407407407
650	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	1995	35	21	6.48148148148148
651	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	1996	38	42	7.77777777777778
652	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	1997	37	31	6.85185185185185
653	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	1998	30	34	6.2962962962963
654	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	1999	21	24	4.44444444444444
655	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	2000	33	29	6.11111111111111
656	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	2001	12	18	3.33333333333333
657	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	2002	11	23	4.25925925925926
658	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	2003	9	13	2.40740740740741
659	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	2004	7	15	2.77777777777778
660	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	2005	7	8	1.48148148148148
661	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	2006	21	23	4.25925925925926
662	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	2007	11	17	3.14814814814815
663	"SG09"	"CH.E"	"Rheintal"	5.4	412	"grass"	2008	13	15	2.77777777777778
664	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	1992	NA	NA	NA
665	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	1993	63	NA	5.10948905109489
666	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	1994	57	NA	4.62287104622871
667	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	1995	42	48	3.89294403892944
668	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	1996	37	42	3.40632603406326
669	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	1997	45	37	3.64963503649635
670	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	1998	33	29	2.67639902676399
671	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	1999	49	38	3.97404703974047
672	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	2000	41	60	4.8661800486618
673	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	2001	48	64	5.19059205190592
674	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	2002	61	55	4.94728304947283
675	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	2003	64	59	5.19059205190592
676	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	2004	67	73	5.92051905920519
677	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	2005	NA	NA	NA
678	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	2006	NA	NA	NA
679	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	2007	67	56	5.43390105433901
680	"SH03"	"CH.N"	"Klettgau"	12.33	428	"arable"	2008	NA	NA	NA
681	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	1992	23	NA	4.56349206349206
682	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	1993	30	NA	5.95238095238095
683	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	1994	37	NA	7.34126984126984
684	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	1995	20	25	4.96031746031746
685	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	1996	23	25	4.96031746031746
686	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	1997	29	20	5.75396825396825
687	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	1998	18	20	3.96825396825397
688	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	1999	15	13	2.97619047619048
689	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	2000	25	22	4.96031746031746
690	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	2001	37	32	7.34126984126984
691	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	2002	33	41	8.13492063492063
692	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	2003	52	49	10.3174603174603
693	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	2004	56	61	12.1031746031746
694	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	2005	51	56	11.1111111111111
695	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	2006	39	46	9.12698412698413
696	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	2007	47	56	11.1111111111111
697	"SH04"	"CH.N"	"Klettgau"	5.04	460	"arable"	2008	63	60	12.5
698	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	1992	2	NA	0.527704485488127
699	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	1993	7	NA	1.84696569920844
700	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	1994	3	NA	0.79155672823219
701	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	1995	6	7	1.84696569920844
702	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	1996	8	10	2.63852242744063
703	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	1997	5	NA	1.31926121372032
704	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	1998	5	NA	1.31926121372032
705	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	1999	3	4	1.05540897097625
706	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	2000	6	15	3.95778364116095
707	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	2001	6	7	1.84696569920844
708	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	2002	6	10	2.63852242744063
709	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	2003	9	6	2.37467018469657
710	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	2004	15	9	3.95778364116095
711	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	2005	NA	NA	NA
712	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	2006	NA	NA	NA
713	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	2007	NA	NA	NA
714	"SH05"	"CH.N"	"Klettgau"	3.79	460	"arable"	2008	NA	NA	NA
715	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	1992	NA	NA	NA
716	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	1993	43	NA	6.82539682539683
717	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	1994	NA	NA	NA
718	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	1995	NA	NA	NA
719	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	1996	27	NA	4.28571428571429
720	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	1997	25	NA	3.96825396825397
721	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	1998	33	NA	5.23809523809524
722	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	1999	33	NA	5.23809523809524
723	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	2000	46	56	8.88888888888889
724	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	2001	41	NA	6.50793650793651
725	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	2002	52	NA	8.25396825396825
726	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	2003	NA	NA	NA
727	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	2004	55	NA	8.73015873015873
728	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	2005	NA	NA	NA
729	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	2006	NA	NA	NA
730	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	2007	NA	NA	NA
731	"SH07"	"CH.N"	"Klettgau"	6.3	500	"arable"	2008	50	54	8.57142857142857
732	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	1992	NA	NA	NA
733	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	1993	21	NA	4
734	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	1994	22	NA	4.19047619047619
735	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	1995	13	14	2.66666666666667
736	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	1996	23	26	4.95238095238095
737	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	1997	29	24	5.52380952380952
738	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	1998	22	20	4.19047619047619
739	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	1999	25	19	4.76190476190476
740	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	2000	23	26	4.95238095238095
741	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	2001	35	26	6.66666666666667
742	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	2002	30	23	5.71428571428571
743	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	2003	31	26	5.9047619047619
744	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	2004	25	36	6.85714285714286
745	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	2005	18	20	3.80952380952381
746	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	2006	23	21	4.38095238095238
747	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	2007	14	11	2.66666666666667
748	"SH1_2"	"CH.N"	"Klettgau"	5.25	NA	"arable"	2008	37	33	7.04761904761905
749	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	1992	36	NA	9.97229916897507
750	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	1993	31	NA	8.58725761772853
751	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	1994	NA	NA	NA
752	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	1995	20	NA	5.54016620498615
753	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	1996	NA	NA	NA
754	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	1997	NA	NA	NA
755	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	1998	NA	NA	NA
756	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	1999	NA	NA	NA
757	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	2000	NA	NA	NA
758	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	2001	41	NA	11.3573407202216
759	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	2002	19	NA	5.26315789473684
760	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	2003	27	25	7.4792243767313
761	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	2004	39	39	10.803324099723
762	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	2005	40	42	11.6343490304709
763	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	2006	33	NA	9.14127423822715
764	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	2007	26	NA	7.202216066482
765	"SO01"	"Aare"	"Aaretal"	3.61	429	"arable"	2008	NA	NA	NA
766	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	1992	NA	NA	NA
767	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	1993	NA	NA	NA
768	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	1994	NA	NA	NA
769	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	1995	NA	NA	NA
770	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	1996	NA	NA	NA
771	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	1997	103	101	9.83763132760267
772	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	1998	NA	NA	NA
773	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	1999	91	91	8.69149952244508
774	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	2000	115	97	10.9837631327603
775	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	2001	98	128	12.225405921681
776	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	2002	115	124	11.8433619866285
777	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	2003	125	134	12.7984718242598
778	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	2004	133	106	12.7029608404967
779	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	2005	109	98	10.4106972301815
780	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	2006	132	98	12.6074498567335
781	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	2007	109	94	10.4106972301815
782	"SO02"	"Aare"	"Aaretal"	10.47	430	"arable"	2008	88	66	8.40496657115568
783	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	1992	NA	NA	NA
784	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	1993	NA	NA	NA
785	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	1994	NA	NA	NA
786	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	1995	NA	NA	NA
787	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	1996	NA	NA	NA
788	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	1997	NA	NA	NA
789	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	1998	NA	NA	NA
790	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	1999	NA	NA	NA
791	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	2000	NA	NA	NA
792	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	2001	67	62	7.83625730994152
793	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	2002	43	39	5.02923976608187
794	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	2003	50	45	5.84795321637427
795	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	2004	51	43	5.96491228070175
796	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	2005	37	36	4.32748538011696
797	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	2006	52	53	6.19883040935672
798	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	2007	60	53	7.01754385964912
799	"SO03"	"Aare"	"Kestenholz"	8.55	NA	"arable"	2008	71	70	8.30409356725146
800	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	1992	NA	NA	NA
801	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	1993	28	NA	10.5263157894737
802	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	1994	24	NA	9.02255639097744
803	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	1995	16	NA	6.01503759398496
804	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	1996	15	14	5.6390977443609
805	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	1997	7	13	4.88721804511278
806	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	1998	6	4	2.25563909774436
807	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	1999	7	7	2.63157894736842
808	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	2000	NA	NA	NA
809	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	2001	5	2	1.8796992481203
810	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	2002	9	6	3.38345864661654
811	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	2003	3	5	1.8796992481203
812	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	2004	3	1	1.12781954887218
813	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	2005	2	1	0.75187969924812
814	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	2006	7	8	3.00751879699248
815	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	2007	10	9	3.7593984962406
816	"TG06B"	"CH.E"	"Thur"	2.66	NA	"arable"	2008	15	15	5.6390977443609
817	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	1992	NA	NA	NA
818	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	1993	2	NA	0.740740740740741
819	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	1994	2	NA	0.740740740740741
820	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	1995	3	NA	1.11111111111111
821	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	1996	3	3	1.11111111111111
822	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	1997	NA	2	0.740740740740741
823	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	1998	3	2	1.11111111111111
824	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	1999	NA	NA	NA
825	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	2000	NA	NA	NA
826	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	2001	NA	NA	NA
827	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	2002	NA	NA	NA
828	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	2003	NA	NA	NA
829	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	2004	NA	NA	NA
830	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	2005	NA	NA	NA
831	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	2006	NA	NA	NA
832	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	2007	NA	NA	NA
833	"TG07"	"CH.E"	"Thur"	2.7	418	"arable"	2008	NA	NA	NA
834	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	1992	42	NA	6.72
835	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	1993	38	NA	6.08
836	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	1994	50	NA	8
837	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	1995	52	NA	8.32
838	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	1996	36	NA	5.76
839	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	1997	30	NA	4.8
840	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	1998	18	NA	2.88
841	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	1999	17	NA	2.72
842	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	2000	17	NA	2.72
843	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	2001	19	NA	3.04
844	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	2002	24	NA	3.84
845	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	2003	24	NA	3.84
846	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	2004	22	NA	3.52
847	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	2005	20	NA	3.2
848	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	2006	24	NA	3.84
849	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	2007	32	NA	5.12
850	"VD01"	"CH.SW"	"Commugny"	6.25	440	"arable"	2008	51	NA	8.16
851	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	1992	37	NA	2.95527156549521
852	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	1993	22	NA	1.75718849840256
853	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	1994	23	NA	1.8370607028754
854	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	1995	20	NA	1.59744408945687
855	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	1996	14	NA	1.11821086261981
856	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	1997	23	NA	1.8370607028754
857	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	1998	9	NA	0.718849840255591
858	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	1999	10	NA	0.798722044728435
859	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	2000	17	NA	1.35782747603834
860	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	2001	18	NA	1.43769968051118
861	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	2002	16	NA	1.27795527156550
862	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	2003	16	NA	1.27795527156550
863	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	2004	31	NA	2.47603833865815
864	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	2005	41	NA	3.27476038338658
865	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	2006	37	NA	2.95527156549521
866	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	2007	26	NA	2.07667731629393
867	"VD02"	"CH.W"	"Orbe"	12.52	435	"arable"	2008	53	NA	4.2332268370607
868	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	1992	NA	NA	NA
869	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	1993	NA	NA	NA
870	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	1994	24	NA	2.57787325456498
871	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	1995	23	NA	2.47046186895811
872	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	1996	26	NA	2.79269602577873
873	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	1997	26	NA	2.79269602577873
874	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	1998	NA	NA	NA
875	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	1999	60	NA	6.44468313641246
876	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	2000	52	NA	5.58539205155746
877	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	2001	58	NA	6.22986036519871
878	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	2002	37	NA	3.97422126745435
879	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	2003	30	NA	3.22234156820623
880	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	2004	21	NA	2.25563909774436
881	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	2005	25	NA	2.68528464017186
